formatted_index,formatted_id,cleaned_text,Annotation,oh_label,users,hashtags,links
5558-1417-1518-8449-92,5558-1417-1518-8449-92,And don't talk to me about hatred when you follow the vulgar Quran and Hadiths that are full of hatred.,racism,1,@NNdabbour64,,
5522-5723-0037-2129-92,5522-5723-0037-2129-92,"The only reason the overall numbers increase is because Muslims breed like rats, just like their prophet told them to do.",racism,1,@ummayman90,#Islam,
5523-0913-7896-6410-24,5523-0913-7896-6410-24,"ISIS follows what is in the Quran and the Hadiths and Sharia exactly, to the letter.",racism,1,@klassydaisy,#Islam,
5746-8779-1306-5760-00,5746-8779-1306-5760-00,And here is the list of Jewish Nobel Laureats. They contribute about 400 times as much as Muslims. Muslims contribute hate.,racism,1,@BDSSupporter,,
5638-7675-6512-2030-08,5638-7675-6512-2030-08,"Islam declared war on all humanity 1400 years ago, so talking about murderers of Muslims is total hypocrisy.",racism,1,@scamp_faridxx @AbuAlbaraaSham,,
5685-8622-4664-8830-08,5685-8622-4664-8830-08,"Since the Islamist Erdogan came to power,women's employment in Turkey fell 30%.He considers them baby machines",racism,1,@buellerishere @KellyTurner99,,
5751-5098-4864-7930-24,5751-5098-4864-7930-24,I know that your husband can beat you there and there is nothing you can do.,racism,1,@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws,,
5528-8737-4858-8259-84,5528-8737-4858-8259-84,A small percentage? The majority are radicals.,racism,1,@Damhan97 @niall_cullen @AC360,,http://t.co/UVNjYoz2rM
5603-1852-3403-0300-16,5603-1852-3403-0300-16,We don't make prophets out of pedophile priests. We get rid of them.,racism,1,@cdnKhadija @johnnygjokaj @BilalIGhumman @98Halima @rfrankh53,,
5748-8974-5609-7029-76,5748-8974-5609-7029-76,"Did he embrace Buddhism or Christianity or Hinduism and become a terrorist? No, it's always Islam that leads to terrorism.",racism,1,@Quinlan_Hank,,
5753-2894-7304-4320-00,5753-2894-7304-4320-00,Wrong again. Islam = Nazism.  And Muslim murderers have exterminated Jews.,racism,1,@FarooqSumar @NafeezAhmed @MaxBlumenthal,,
5576-2349-5874-8590-08,5576-2349-5874-8590-08,"RT : SSSSHHH!  The silent Muslim majority, remains quiet.",racism,1,@ElConfeti,,http://t.co/y2YldDW8qt
5766-0095-6147-6469-76,5766-0095-6147-6469-76,RT : Will T C.O.E Be Reading This Koran Verse Out 2 Their Congregation Anytime Soon    h…,racism,1,@Death2RapeGangs,#islam #muslim,http://t.co/NwHLFlrAk9
5746-5805-0595-7989-76,5746-5805-0595-7989-76,Jews lived on 40% of the Arabian peninsula before the prophet Mohammed started exterminating them.,racism,1,@Bruciebabe @MaxBlumenthal,,
5749-1379-8668-0750-08,5749-1379-8668-0750-08,Here is the Quran telling women not to leave their house.,racism,1,@biebervalue @greenlinerzjm,,http://t.co/KlxIwZF7md
5559-0457-0010-7800-32,5559-0457-0010-7800-32,RT :   Allah the Mutilator. Can you feel the 'peace' yet?,racism,1,@PeterTownsend7,#islam #isis,http://t.co/aF1qEjApdg http://t.co/UFW1z4dE60
5670-3581-1195-9160-32,5670-3581-1195-9160-32,Those Jews are assholes.  Most Jews are secular and humanist.  Most Muslims are Islamists.,racism,1,@shehzilk @watan71969,,http://t.co/GQx6BZAFJ5
5526-9252-0757-7720-32,5526-9252-0757-7720-32,I guess it's time for you to learn about racism in Islam.,racism,1,@ibnHlophe @sibanda_tapson @eeviewonders @CTFleaMarkets,,http://t.co/2fcMyuE3Eu
5747-9205-4955-3400-32,5747-9205-4955-3400-32,"And I know that Umar imposed the code of Umar, making Jews and Christians third class citizens for centuries.",racism,1,@asem_1994,,
5669-8150-7613-3360-00,5669-8150-7613-3360-00,RT : The logic of Islam reflects clearly in those who follow its ideology and oaths to be muhammad's slave.,racism,1,@RavenHUWolf,,http://t.co/cIAK7e9…
5648-5280-1935-6469-76,5648-5280-1935-6469-76,The Quran is not a history book. All of it is instructions to man for all time.,racism,1,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime,,
5641-7746-4436-3550-08,5641-7746-4436-3550-08,"You lie again. The Quran and Hadith do tell you to murder ""non believers""",racism,1,@buttercupashby @MaDaSaHaTtEr_17,,http://t.co/DyXiE27pBn
5540-3811-4113-4380-16,5540-3811-4113-4380-16,"Not only dead Daesh, but Baghdadi ran like a coward. Will he behead himself for fleeing like he does his men Gwer",racism,1,@mohamadraimi4 @korderakan,,
5711-6837-9140-0590-08,5711-6837-9140-0590-08,Saying that Islam is a way of life means that it tells you that you cannot have democracy and must instead follow a pedophile.,racism,1,@zakirnaikirf,,
5746-9003-8899-8640-00,5746-9003-8899-8640-00,There are 1.5 billion Muslims idiot. For the size of their population they contribute virtually nothing.,racism,1,@BDSSupporter,,
5664-0530-2249-9840-00,5664-0530-2249-9840-00,The Muslims attacked and murdered the Zoastrians in Persia and the Buddhists in Afghanistan.,racism,1,@discerningmumin,,
5631-5141-2440-2069-76,5631-5141-2440-2069-76,RT : The Islamic Organization (ISIL) forcing Christian people remaining in Mosul to attend sessions for Koran conservation,racism,1,@Joeadeh,,http://t…
5525-3354-4564-9530-24,5525-3354-4564-9530-24,Islam has exterminated all kinds of minorities in the ME Saudi used to be full of minorities,racism,1,@HillaryGuess @riwired @izrinhariri @AtharHKhan,,
5753-7637-3767-7619-84,5753-7637-3767-7619-84,Shows how stupid you've become. Only Muslim terrorists actually attack talks.,racism,1,@tintinenameriq @MaxBlumenthal @Campagnebds,,
5534-0413-0413-1219-84,5534-0413-0413-1219-84,Did your prophet rape slaves like ISIS - yes.  Did your prophet tell women to cover up and stay home like ISIS - yes.,racism,1,@IftikharAwan,#Islam,
5648-8710-2500-7660-16,5648-8710-2500-7660-16,"Yes, the Muslims murdered 80 million Indians.",racism,1,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime,,
5642-2402-5577-0049-92,5642-2402-5577-0049-92,But Islam is the source and dealing with the symptom accomplishes zero. After ISIS and the rest will be more.,racism,1,@OneLegSandpiper @DblBlackDs,,
5541-2679-1384-6369-92,5541-2679-1384-6369-92,"Dumb Muslims complain about freedom of speech and support blasphemy laws at the same time. What a disgusting, inhuman religion.",racism,1,@Abu_Baraa1,,
5761-1474-7562-5740-16,5761-1474-7562-5740-16,"No, it's obvious that who is the target of the weapon that is the issue. Killing terrorists with any kind of weapon is good.",racism,1,@mutaSawwif,,
5746-5857-2082-0250-24,5746-5857-2082-0250-24,"In many Gulf states, like Saudi, there are zero minorities left due to Islamic bigotry and apartheid.",racism,1,@Bruciebabe @MaxBlumenthal,,
5681-9061-5525-0030-08,5681-9061-5525-0030-08,"RT :  exactly, is this why Europe has Sharia no go zones, so they can hide their child rapists?",racism,1,@Canine_Rights @KizzyCoy1,,
5752-9893-7931-7020-16,5752-9893-7931-7020-16,So of course Muslims are caught in a corner having to make conspiracy theories to try to protect Islam.,racism,1,@loveconcursall @ottomanland,,
5529-2657-2752-0110-08,5529-2657-2752-0110-08,Will any of the media talking heads ever broach the subject that  is incompatible with free speech and democracy? Are they PC cowards?,racism,1,,#Islam,
5709-7835-8244-2170-24,5709-7835-8244-2170-24,I hope they just outlaw the vile religion of Islam entirely. They should have done it 30 years ago.,racism,1,@anjemchoudary @abualiis,,
5381-3070-5382-1299-84,5381-3070-5382-1299-84,"""He can't be a server at our restaurant, that beard makes him look like a terrorist."" Everyone laughs.",racism,1,,#fuckthanksgiving,
5528-3200-3603-9840-00,5528-3200-3603-9840-00,"Muslim terrorists murder 12 people in Paris. 22,000 terrorist attacks since 9/11. It's not an aberration, it's the real",racism,1,,#Islam,
5660-7995-0424-2439-68,5660-7995-0424-2439-68,Exactly. ISIS follows the Quran and Hadiths to the letter.,racism,1,@FatimaFatwa @eS3udi @Just_Nafisa @JRehling,,
5719-4084-0588-7589-76,5719-4084-0588-7589-76,RT : Muslim Immigration Poses Serious National Security Threat,racism,1,@Patriotic_Me,,http://t.co/hOTRnVnLCy http://t.co/EZ2JIOpaty
5678-4412-0795-8279-68,5678-4412-0795-8279-68,Show me your posts about the Christians murdered on blasphemy charges pig.,racism,1,@jncatron @dailydot,,
5603-1176-6198-9109-76,5603-1176-6198-9109-76,ISIS beheads people because Mohammed beheaded 600 Jews in one day.,racism,1,@98Halima @cdnKhadija @rfrankh53 @BilalIGhumman @johnnygjokaj,,
5764-5227-2068-0220-16,5764-5227-2068-0220-16,And the Israelis are fighting no one except the Muslim terrorist.,racism,1,@roisin_morgan,,
5539-4417-4786-2609-92,5539-4417-4786-2609-92,"A Muslim's ""religious freedom"" involves denying others their freedom.  So Islam must be outlawed.",racism,1,@CamilleHughes16 @_Watch_Observe_,,
5664-0784-5067-7560-32,5664-0784-5067-7560-32,"The lesson the world learned about Islam is that when we get rid of their brutal dictators, they are replaced by brutal Islamists",racism,1,@raqqa_mcr,,
5623-3305-8045-4650-24,5623-3305-8045-4650-24,And yet our number and quality of schools are luxurious compared to Pakistan where 40% don't even have working toilets.,racism,1,@UmarMal,,
5753-2816-0427-8110-08,5753-2816-0427-8110-08,"As this Palestinian makes clear, they are Egyptians and Saudis and that Arabs must destroy Jews....",racism,1,@FarooqSumar @NafeezAhmed @MaxBlumenthal,,
5631-5936-6908-3870-08,5631-5936-6908-3870-08,Terrorism has been the core of Islam ever since the fraudulent prophet Mohammed invented it.,racism,1,@Brown_Saraah,,
5648-5399-9321-3710-08,5648-5399-9321-3710-08,There are zero lies that westerners create. It all comes from your own Quran and Hadiths.,racism,1,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime,,
5592-2725-1925-8480-00,5592-2725-1925-8480-00,Two good books that document the depravity of Islam.,racism,1,,,http://t.co/L4J2wWFMEx
5550-1962-2630-8259-84,5550-1962-2630-8259-84,It's not about satire or free speech.  Pretending it is will solve nothing.  The problem is that the Quran is full of incitement for murder.,racism,1,,,
5613-7831-4863-2560-00,5613-7831-4863-2560-00,"Muslim declared war on humanity and their have been murdering men, women, and children for 1400 years.",racism,1,@sajid_fairooz @IsraeliRegime,,
5648-8518-5506-7260-16,5648-8518-5506-7260-16,"Yes, unlike the gulf Muslim countries where they still behead and won't let women drive.",racism,1,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime,,
5525-2646-0876-2430-08,5525-2646-0876-2430-08,The reason why I have not been murdered is because I will kill any Muslim why tries.,racism,1,@yousufpoosuf @RKingLive2Dance @izrinhariri,,
5660-8032-0043-1100-16,5660-8032-0043-1100-16,That is another one of the common lies all Muslims tell to westerners.,racism,1,@Just_Nafisa @FatimaFatwa @eS3udi @JRehling,,http://t.co/KMEwbpZihR
5714-7227-3636-3770-24,5714-7227-3636-3770-24,RT : To allow Muslims to pervert our US constitutional rights via domestic mosques and Islam teaching is outrageous.  …,racism,1,@HeidiL_RN,#BanIslam #c,
5548-4994-5031-6880-00,5548-4994-5031-6880-00,"""dens of apostates""? Murder for the sake of religion.  Could you get any more stupid and inhuman?",racism,1,@obinoavey,,
5570-3121-4352-0519-68,5570-3121-4352-0519-68,No go zones are exactly acting to impose such microbrain.,racism,1,@PoliticalAnt @Lithobolos @ZaibatsuNews,,
5763-4990-3770-6439-68,5763-4990-3770-6439-68,The Quran spells out global domination of humanity through jihad. The Torah has no such global aim.,racism,1,@roisin_morgan,,
5660-8509-3454-6720-00,5660-8509-3454-6720-00,"But ISIS never attacked Muslims like they did Ezidis, killing them as ""non believers""",racism,1,@Just_Nafisa @FatimaFatwa @eS3udi @JRehling,,
5678-8387-3901-6250-24,5678-8387-3901-6250-24,Outlaw Islam!,racism,1,@BoomSlang321,,
5670-8268-7299-4819-84,5670-8268-7299-4819-84,"The question is not about people doing bad things, it is about the religion supporting and demanding those things.",racism,1,@truaemusic,,
5673-6050-6038-4810-24,5673-6050-6038-4810-24,Islam created that monster and Islam has been creating them for 1400 years.,racism,1,@jukes303,,http://t.co/PmntvTUQs4
5671-2068-1666-4780-16,5671-2068-1666-4780-16,Chomsky is a racist. Islam created ISIS.,racism,1,@awdnewsgerman @Raqqa_Sl,,
5748-9486-7186-2499-84,5748-9486-7186-2499-84,"But Islam is proud of their slavery, imperialism, and genocide against minorities. The are murdering Kurds in Iran now.",racism,1,@Dr_Jreid,,
5613-8483-7395-6570-24,5613-8483-7395-6570-24,"Everyone else does not follow a pedophile prophet who owned 27 slaves, robbed caravans, and raped women - only Muslims.",racism,1,@ingyusarms,,
5747-1733-5090-5400-32,5747-1733-5090-5400-32,RT : Iraqi Shia put sticker Khamenei leader of Iran near Tikrit does it make sense to ask Kurds should respect Iraq unity http:…,racism,1,@Jabarmahmud,,
5637-5469-2895-7150-08,5637-5469-2895-7150-08,This is an ISIS humanitarian concern. It's a terrible thing to do to ISIS.  Now they can't rape her any more.,racism,1,@loveconcursall,,
5723-3265-5397-6300-16,5723-3265-5397-6300-16,"These girls are the equivalent of the irritating Asian girls a couple years ago. Well done, 7.",racism,1,,#MKR,
5749-6330-7926-3230-08,5749-6330-7926-3230-08,You try again. Mohammed screwed Aisha when she was 9.,racism,1,@haroonstyles @greenlinerzjm @halalflaws @biebervalue,,http://t.co/gJ5Ob13HFX
5748-9326-4806-9200-00,5748-9326-4806-9200-00,Denouncing terrorism and violence means denouncing the heart of Islam.,racism,1,@Jgwdupreez @HuffPostRelig,,http://t.co/0ffBqlU8l3
5736-3037-1134-2099-84,5736-3037-1134-2099-84,Fuck you. Every Palestinian school teaches children to hate Jews and Kuffir.,racism,1,@Zidano70Majid @MaxBlumenthal,,
5753-3019-1641-2190-08,5753-3019-1641-2190-08,Now the Muslim Arabs are using the Palestinans as their spear point to complete the extermination.,racism,1,@FarooqSumar @NafeezAhmed @MaxBlumenthal,,
5751-4955-4175-0739-84,5751-4955-4175-0739-84,I know that men can and do marry babies in Saudi.,racism,1,@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws,,http://t.co/mWryD1ihpM
5572-5630-9989-3189-76,5572-5630-9989-3189-76,So ISIS beheads because their prophet beheaded . ISIS rapes slaves because their prophet raped them.,racism,1,@PoliticalAnt @Lithobolos @ZaibatsuNews,,
5746-1031-3682-6860-16,5746-1031-3682-6860-16,Leave it to a Muslim to claim four translators are lying rather than admit the truth.,racism,1,@Clashoftherats @YusufPeaceful @tummala82 @IndyVoices,,
5743-0143-5782-8080-00,5743-0143-5782-8080-00,You are the liar. He beheaded 600 Jewish men in one day and sold their women and children into slavery.,racism,1,@logicalmind11,,
5525-3599-8723-5470-08,5525-3599-8723-5470-08,RT : . That pleased Hitler. Grand Mufti provided Hitler w/ armies of Muslim soldiers from Europe.  …,racism,1,@riwired @HillaryGuess @VileIslam,#Tszarnev,
5635-1189-2878-9790-08,5635-1189-2878-9790-08,"You claim to be anti religion, yet you spend all your time lying for the benefit of Islam, the religion of hate.",racism,1,@obsurfer84,,
5641-2974-2979-2240-00,5641-2974-2979-2240-00,What - are you stupid.  There is nothing that compares to the inhumanity and barbarity of Islam.,racism,1,@ClassicDCoy @billmaher,,
5750-5646-5490-1450-24,5750-5646-5490-1450-24,Why do Muslims force women to cover up and stay at home?  The Quran tells them to.,racism,1,,#Islam,http://t.co/NHh9nLaMnP
5740-1511-7207-0769-92,5740-1511-7207-0769-92,Balance what? The hate cult of Islam has zero place in American schools.,racism,1,@lajnamediausa,,
5750-8666-4420-2090-24,5750-8666-4420-2090-24,And you are supporting the little head choppers and honor killers in Palestine.,racism,1,@alihadi68 @MaxBlumenthal @rudoren @nytimes,,
5622-4837-2350-7550-08,5622-4837-2350-7550-08,"Then he attacked and defeated the third Medina tribe, beheaded all the men and enslaved women and children.",racism,1,@sajid_fairooz @IsraeliRegime,,
5580-0031-6499-5169-92,5580-0031-6499-5169-92,"Love it when these idiot national leaders claim that terrorism has nothing to do with Islam, and  not one has read the Quran.",racism,1,@Amyloukingery,,
5657-4468-5239-3779-84,5657-4468-5239-3779-84,Obviously you didn't bother to read up on Bandera.   Remain stupid!,racism,1,@Israelites234 @LahavHarkov @Aliyaist @Gil_Hoffman @Jerusalem_Post,,
5746-5569-6890-8019-84,5746-5569-6890-8019-84,That list of crimes describes what Muslims have been doing to Jews in the ME for 1400 years.,racism,1,@Bruciebabe @MaxBlumenthal,,
5641-7813-8104-4839-68,5641-7813-8104-4839-68,"There is no love and respect in the Quran. It is full of hatred, bigotry, sexism and incitement to murder.",racism,1,@MaDaSaHaTtEr_17 @buttercupashby,,
5753-0048-7504-7939-84,5753-0048-7504-7939-84,....same time admiring the Ottoman state which was a total authoritarian slave state.,racism,1,@loveconcursall @ottomanland,,
5673-9856-1050-9429-76,5673-9856-1050-9429-76,"Yes, all that Islam is making ISIS so loving. Idiot!",racism,1,@sibelo76,,http://t.co/qJXDS8FMyW
5666-2722-4636-2560-00,5666-2722-4636-2560-00,That's how Muslims react when the traffic light turns red.,racism,1,@AlgerianWitness,,
5674-8945-7993-9530-24,5674-8945-7993-9530-24,"Anything an American does defines America, anything a Muslim does is an aberration? Idiot!",racism,1,@DavidRomeiPHD @ALWiss5,,
5766-3790-2660-0920-32,5766-3790-2660-0920-32,what they tell you is their intention is not their intention.,racism,1,@dankmtl,,https://t.co/8cmfoOZwxz
5597-5377-1236-8720-00,5597-5377-1236-8720-00,RT : ISIS intend turn war of Islamism into ethnic war of Pan Arabism&amp;Kurd in Mosul. As evidence show they are conducting Pan ara…,racism,1,@curdistani,,
5760-2207-1823-5729-92,5760-2207-1823-5729-92,Quoting from the book of violent fairy tales again?,racism,1,@TawheedNetwork_,,
5751-7411-5667-0179-84,5751-7411-5667-0179-84,"RT : SIR WINSTON CHURCHHILL: ""ISLAM IS A DANGEROUS IN A MAN AS RABIES IN A DOG""",racism,1,@PhxKen,,http://t.co/kCXgKD70SK
5678-1735-1795-6220-16,5678-1735-1795-6220-16,"RT : 
Proper Grammer :Islam phobia is not a medical condition it is truth.",racism,1,@usaone0 @AmyMek,,
5541-1237-8938-5969-92,5541-1237-8938-5969-92,"RT :   

Your doctrine supports terrorism &amp; violence",racism,1,@CruisingBye @depressedfuck1 @VileIslam,,http://t.co/U3iMwdACc0
5678-4072-6794-4120-32,5678-4072-6794-4120-32,RT : -&gt;.: Islamic jihadis like “ultrafundamentalist Christians”,racism,1,@AmyMek @JoeNBC,#WakeUpLibs #tcot #ILoveObama,http://t.co/VAnp6y7clr http://t.…
5754-7071-2032-3619-84,5754-7071-2032-3619-84,And we would all be worshiping the god of terrorism.,racism,1,@harmlesstree2,,
5525-5511-3366-4460-16,5525-5511-3366-4460-16,"But congratulations, you do get to put an X on the bullshit bing card.",racism,1,@yousufpoosuf @RKingLive2Dance @izrinhariri,,http://t.co/EYvQeNntHH
5663-9384-8411-0910-08,5663-9384-8411-0910-08,Wrong. Apostacy is the equivalent of leaving America and becoming a citizen of another country. There is no penalty.,racism,1,@discerningmumin,,
5747-8481-6685-6750-08,5747-8481-6685-6750-08,Look at the kinds of opinions that the Islamic world is stuck with.,racism,1,@asem_1994,,http://t.co/AryC4kA2CD
5551-0386-3511-1870-08,5551-0386-3511-1870-08,is radical Islam.  We keep pretending they are different to avoid confronting the problem.,racism,1,@ShirleyMArmenta @ShareThis,#Islam,
5525-3402-4334-6149-76,5525-3402-4334-6149-76,Now you see ISIS following the Quran and Hadiths and prophet exactly in their genocide.,racism,1,@HillaryGuess @riwired @izrinhariri @AtharHKhan,,
5668-1627-3225-3760-00,5668-1627-3225-3760-00,ROFLMAO.  Where is the picture Daeshbag?,racism,1,@Jubathesniper5 @munthir555,,
5553-8095-4492-3340-16,5553-8095-4492-3340-16,"Nobody said anything about Jews, racist.  We are talking about Islam and Muslims here.",racism,1,@SumbelinaZ @TIB2016 @IronmanL1 @Hatewatch,,
5603-0505-6591-7980-16,5603-0505-6591-7980-16,If there was a Satan he would have invented Islam.,racism,1,@98Halima @rfrankh53 @BilalIGhumman @johnnygjokaj @cdnKhadija,,
5525-6774-5301-4549-76,5525-6774-5301-4549-76,"You don't guarantee them protection, you guarantee them third class citizenship and extortion.",racism,1,@ibnHlophe @eeviewonders @CTFleaMarkets,,
5652-8285-5715-3440-00,5652-8285-5715-3440-00,"When the filthy Daesh set off IEDs in Baghdad, they don't care if none of the victims are armed.You're a hypocrite",racism,1,@jihadi_11 @Shami_IS_back,,
5767-7896-7320-9120-00,5767-7896-7320-9120-00,Your goat is calling you terrorist. She is horny.,racism,1,@Saudi_Castro @donttreadonme65 @zaki_safar,,
5684-2696-4735-7710-08,5684-2696-4735-7710-08,There are no scholars in Islam. Superstition is not a subject for scholars.,racism,1,@DianH4 @InviteToIslam,,
5765-6678-5899-5079-68,5765-6678-5899-5079-68,"RT : The  ""crisis"" was manufactured by  as the opening gambit of his campaign to limit cops' ability to arr…",racism,1,@PatDollard @BarackObama,#Ferguson,
5609-8109-3391-0200-32,5609-8109-3391-0200-32,RT : If you harbour any doubts about what % Muslims believe sharia note this data 36%/310.5 million nontrivial,racism,1,@TRobinsonNewEra,,http://t.co/…
5644-8590-7302-9939-84,5644-8590-7302-9939-84,"Where they live tells you everything you need to know, namely, that Islam is a religion of bigotry",racism,1,@Vandaliser @sajid_fairooz @IsraeliRegime,,
5750-6080-7228-1169-92,5750-6080-7228-1169-92,A. It's not the fastest growing religion. It's the fastest breeding religion.,racism,1,@Kaya786,,
5554-4364-7093-5390-08,5554-4364-7093-5390-08,And you get to put an X on the Islamic bullshit bingo card.,racism,1,@NNdabbour64,,http://t.co/gDAGWcox9l
5645-3782-6981-6010-24,5645-3782-6981-6010-24,Your prophet Moohammed killed children when he used catapults to attack cities. So why are you complaining,racism,1,@SumerSloan @PAWarnhoff @etsho127,,
5753-2990-9272-2650-24,5753-2990-9272-2650-24,In fact the pedophile prophet clearly stated his intention in Hadiths.,racism,1,@FarooqSumar @NafeezAhmed @MaxBlumenthal,,http://t.co/04XVHx5vVl
5615-5965-8679-1120-00,5615-5965-8679-1120-00,"Jesus didn't murder, rape, rob, go to war or own slaves like Mohammed.",racism,1,@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime,,
5750-5484-7298-3020-16,5750-5484-7298-3020-16,The content of the Quran and Hadiths give Islam a bad name.,racism,1,@drewmistak,,
5754-7222-3013-5930-24,5754-7222-3013-5930-24,"In fact, Mohammed and his thugs were starving before they captured Khybar, stole the Jews property, and made them pay to live",racism,1,@harmlesstree2,,
5754-6558-4759-9600-00,5754-6558-4759-9600-00,Then why have all the Jews completely perished from much of the Arabian P when they once had 40% of it.,racism,1,@harmlesstree2 @MaxBlumenthal,,
5541-2946-5664-4750-08,5541-2946-5664-4750-08,Now if Hollande and other leaders will only understand that the Islam of the Quran is radical Islam. Outlaw Islam!,racism,1,@Zeke311,,
5534-0362-1874-7489-92,5534-0362-1874-7489-92,Did your prophet behead people like ISIS - yes.  Did he enslave people like ISIS - yes.  Did he murder people like ISIS - yes.,racism,1,@IftikharAwan,,
5525-3252-2782-1710-08,5525-3252-2782-1710-08,Because Islam has over 100 operating terrorist groups and a mandate to conquer the world by violence.,racism,1,@HillaryGuess @riwired @izrinhariri,,
5580-6326-7613-2540-16,5580-6326-7613-2540-16,RT : Islamic State members say they're following Islam while non-Muslims who don't even read up on religion insist they're not.,racism,1,@MaxAbrahms,,
5767-4848-9205-3670-40,5767-4848-9205-3670-40,"The Muslim mobs of Bangladesh attack Hindus, destroying thousands of homes and temples.",racism,1,@AAlwuhaib1977,,http://t.co/INLiK2TlCP
5572-7443-2427-6720-00,5572-7443-2427-6720-00,And your attitude is to let creeping Sharia and sexism into Muslim areas of the west.,racism,1,@Lithobolos @PoliticalAnt @ZaibatsuNews,,
5649-1170-0550-2460-16,5649-1170-0550-2460-16,RT :  Austrians Say Islam Does Not Belong in Their Nation: Poll  …,racism,1,@george3612 @ProudPatriot101,,http://t.co/Pa7yTFBQhB
5693-5302-2649-6720-00,5693-5302-2649-6720-00,"RT :   Muslims assumed a bomb threat was from an anti-Muslim infidel targeting them.
 http:/…",racism,1,@RavenHUWolf,#Austin #Texas,http://t.co/tkeRXGyq0c
5610-1613-6339-1859-84,5610-1613-6339-1859-84,The prophet Mohammed was a big murderer. He once beheaded 600 Jews in one day. ISIS does what he did.,racism,1,@AmandaSheils1 @Colonel_Shami,,
5541-6318-5587-3310-08,5541-6318-5587-3310-08,"RT : lost glory of islam...whats that?am not aware of any glory,any grt contribution frm them to the world?",racism,1,@aruaugust,,
5662-9595-6883-1280-00,5662-9595-6883-1280-00,"The difference is that Islam has a requirement for Jihad, has over 100 large terrorist orgs., and declared war on world",racism,1,@WithTrish @JRehling,,
5651-9231-9494-6810-24,5651-9231-9494-6810-24,I hope they are good at cleaning blood and cut off heads off the streets.,racism,1,@VegetaMoustache,,
5755-0544-8146-5920-00,5755-0544-8146-5920-00,"What about the environmental racism experience by Christians, Jews, Ezidis, Hindus, etc. in Muslim countries?",racism,1,@SAIACarleton @Naazzk,,
5570-2485-5850-0990-08,5570-2485-5850-0990-08,"Look at the data, dipwad, 1/3 think that people who leave Islam should be killed.",racism,1,@PoliticalAnt @Politics_PR @FoxNews,,http://t.co/MfTOt9ijtY
5617-0183-9540-7200-00,5617-0183-9540-7200-00,The difference between Judism and Islam is no foundation in Jihad in Judaism.,racism,1,@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime,,
5611-6829-9506-2700-16,5611-6829-9506-2700-16,You are pandering to a religion that declared war on all humanity 1400 years ago.,racism,1,@AmandaSheils1 @Colonel_Shami,,
5623-3639-4865-9340-16,5623-3639-4865-9340-16,Colonizing and raping is how the Muslim world got to be the size it is.  The first crusades were Muslims invading Europe.,racism,1,@UmarMal,,
5551-9754-5971-1920-00,5551-9754-5971-1920-00,The first crusades were Muslims invading Spain and France - 400 years before European Crusades.,racism,1,@stevecorrales80 @IronmanL1 @IAmThe1Teacher,,
5558-8270-5917-7230-08,5558-8270-5917-7230-08,The idea of going to a country where the female half are treated like slaves and leppers makes my skin crawl.,racism,1,@NNdabbour64,,
5681-6527-7889-7939-84,5681-6527-7889-7939-84,He had a couple of solutions. The one I like is to defeat ISIS at Dabiq.  Breaks the prophecy.,racism,1,@thekarami @UmarFarooq_,#Islam,
5644-8543-7662-5770-24,5644-8543-7662-5770-24,I'd rather deal with a clown hopped up on mushrooms than a Muslim filled with the hatred of Islam.,racism,1,@Vandaliser @sajid_fairooz @IsraeliRegime,,
5754-7371-2192-8679-68,5754-7371-2192-8679-68,"The holocaust happened in India, where the Muslim scum murdered 80 million Hindus, and in Africa where they murdered 110 mil.",racism,1,@harmlesstree2,,
5746-8277-1454-4560-00,5746-8277-1454-4560-00,The Quran declared war on all humanity that was not Muslim.,racism,1,@BDSSupporter @tummala82 @Clashoftherats @YusufPeaceful @IndyVoices,,
5522-6113-9837-3699-84,5522-6113-9837-3699-84,Exactly.   is a cult of death centered around the idea of going to a heaven that is described to be a giant whore house.,racism,1,@ummayman90,#Isam,
5756-5262-1744-1029-76,5756-5262-1744-1029-76,"It's not just a few Muslims, it's more than half.",racism,1,@congressman_aly,,http://t.co/URibpAnTcs
5617-0200-4708-2410-24,5617-0200-4708-2410-24,"Judaism doesn't want to take over the world, like Islam.",racism,1,@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime,,
5756-9124-9920-8190-08,5756-9124-9920-8190-08,"I already read the entire Quran. It is a piece of filth, hatred, violence, sexism, and bigotry.",racism,1,@Assiye61,,
5746-7308-3983-7859-84,5746-7308-3983-7859-84,"Nice to see bigots like Blumenthal fight for people that practice honor killing, beating women, child marriage, homophobia.",racism,1,@MaxBlumenthal,,
5746-8890-5355-6240-00,5746-8890-5355-6240-00,"Who cares where they were born, camel breath, they call themselves Israelis and Jews.",racism,1,@BDSSupporter,,
5572-9501-4192-3619-84,5572-9501-4192-3619-84,...Then suddenly their Muslim neighbors are persecuting them and stealing their property.,racism,1,@Lithobolos @PoliticalAnt @ZaibatsuNews,,
