formatted_index,formatted_id,cleaned_text,Annotation,oh_label,users,hashtags,links
5723-2750-2200-2220-16,5723-2750-2200-2220-16,I carnt  see  the  pretty..... I think they quite ugly  ... promo making out they'll go    think it will be tony and lynne,sexism,1.0,,#MKR,
5723-6034-1486-6129-92,5723-6034-1486-6129-92,Who told these fucking girls they were hot,sexism,1.0,,#mkr #cuntofahead,
5756-1757-6690-0609-92,5756-1757-6690-0609-92,"Catching up on , disgraceful behaviour from Kat and Andre. Strategic scoring won't save them forever.",sexism,1.0,,#mkr,
5709-3964-2100-3390-08,5709-3964-2100-3390-08,"Actually, they did.  Feminist cannibalism.  It was great.",sexism,1.0,@NatalieTudor,,
4279-5976-6019-6090-24,4279-5976-6019-6090-24,So you're sexist AND have no taste.  Call me sexist but I have no desire to see a stand alone Wonder Woman movie.,sexism,1.0,@_ChrisNichols,,
5755-9580-5228-1630-08,5755-9580-5228-1630-08,Kat is going to be so smug she's going to be declared the particularly smug mayor of smugtown on the isle of smuggy,sexism,1.0,,#MKR,
5641-5607-6849-7619-84,5641-5607-6849-7619-84,Rock is much closer to Socrates than most know...,sexism,1.0,@JakePentland @ListenToRaisin,,
4905-5114-4817-9020-16,4905-5114-4817-9020-16,I love it when men need to create a system of inequality because they know they can't compete with women at home or at work,sexism,1.0,@iamshapit,,
5759-7301-2865-8640-00,5759-7301-2865-8640-00,I think Kat is on the wrong show.  is for people who can cook.,sexism,1.0,,#mkr #stupidbitch #hopeyouareeliminated,
5695-4274-6484-1580-16,5695-4274-6484-1580-16,Honestly no idea what that is...,sexism,1.0,@GRIMACHU @AliRadicali @avacadosoup,,
5723-5032-2447-7980-16,5723-5032-2447-7980-16,If the sassy models are really studying psychology they should know all about narcissism...,sexism,1.0,,#mkr,
5695-5416-8609-8369-92,5695-5416-8609-8369-92,"Good for you.  Too bad about those hurt by it or unprotected by it, right?",sexism,1.0,@avacadosoup @Shahan_Amin,,
5735-0699-2003-6819-84,5735-0699-2003-6819-84,"RT : Not sexist but womem and sport aint to my taste tbh especially when I see um in UFC!! Leave it out, go be a nurse or hair dre…",sexism,1.0,@AshoorB1,,
4699-8666-0722-0410-24,4699-8666-0722-0410-24,RT  I'm not sexist but I do not want to hear a female call an NFL or NBA game.,sexism,1.0,@wcrane53,,
4695-6072-8139-9889-92,4695-6072-8139-9889-92,RT  I'm not sexist but I'm really glad I'm a guy lol,sexism,1.0,@enrique_treto,,
4790-5575-6248-2279-68,4790-5575-6248-2279-68,RT : Don't call yourself a bitch then say a man can't. Don't call yourself a nigga and say a white man can't.,sexism,1.0,@mshaysoul,,
5685-4351-8966-3249-92,5685-4351-8966-3249-92,"FTR, I don't just mean Democrat by ""liberal"" but a specific breed...",sexism,1.0,@CyanDvai,,
5635-7255-2141-1320-32,5635-7255-2141-1320-32,Why are you body shaming her Man Hands?,sexism,1.0,@julia_goo_lia @anniekfox,,
5755-9547-9876-0389-76,5755-9547-9876-0389-76,Go the fake tan on one of the skank chicks. Way too powdery,sexism,1.0,,#mkr,
4126-4637-6346-8979-84,4126-4637-6346-8979-84,"RT  I'm not sexist, but girls shouldn't wrestle",sexism,1.0,@BJDGAF,,
5759-5793-1885-1219-84,5759-5793-1885-1219-84,Seriously - just when you think that stupid Kant get an worse she does,sexism,1.0,,#mkr #kant,
4442-9518-0821-0739-84,4442-9518-0821-0739-84,140 chars is not close to enough to respond  call me sexist but i dont believe any girl has a clue about horses,sexism,1.0,@ronancleere94,,
5723-3137-7405-7680-00,5723-3137-7405-7680-00,I apologise on behalf of my generation for Nikki and Katie. We aren't all so vapid.,sexism,1.0,,#MKR #NikkiandKatie,
5756-0026-6080-1660-16,5756-0026-6080-1660-16,The blondes will get through cause they are young and can suck... Hard!,sexism,1.0,,#mkr,
5685-4919-3054-3559-68,5685-4919-3054-3559-68,"No   as  says it's just ""school policy"" to deny legal rights to people who look like rapists.  ""Rapial profiling"" Duh.",sexism,1.0,@minasmith64 @d_m_elms,,
3844-3955-7267-0220-16,3844-3955-7267-0220-16,"Huh, funny, I find you the most backwards of all  Call me sexist but I think it's backwards to have female football commentators",sexism,1.0,@904Harrison,,
5747-2978-0404-1870-08,5747-2978-0404-1870-08,RT :  Dedicated to all those women who marched to celebrate International Women's Day without denouncing Islam ht…,sexism,1.0,@davidbritain7 @JihadistJoe,,
4254-8425-1409-0309-76,4254-8425-1409-0309-76,RT  HOLY FUCK IM NOT SEXIST BUT ALOT OF WOMEN CANNOT FUCKING DRIVE,sexism,1.0,@charlwhat,,
5723-4168-5520-2160-00,5723-4168-5520-2160-00,Watch tarts with poorly constructed personalities deconstruct a tart.,sexism,1.0,,#mkr,
5755-9755-1434-4940-16,5755-9755-1434-4940-16,RT :  Can someone punch that smug smirk off Kat's face please?,sexism,1.0,@SueKennedy19,#mkr,
5710-2401-7701-9329-92,5710-2401-7701-9329-92,"RT :    8% of RN's are males, 43% of CRNA's. There is your nurse ""pay gap"" right there.(Well most…",sexism,1.0,@OddBall__ @MT8_9 @BoycottBrandy @AudioFidget,,
5723-3044-4017-9429-76,5723-3044-4017-9429-76,Why does it look like her pants are falling down or are they tights as pants?,sexism,1.0,,#mkr,
3967-1546-1548-5809-92,3967-1546-1548-5809-92,"RT  I can't deal with women football announcers. I'm not sexist, it just doesn't sound right.",sexism,1.0,@lucasRobson09,,
5723-3665-7384-4069-76,5723-3665-7384-4069-76,yeah colin would be looking for more fat in his sausage....,sexism,1.0,,#MKR,
5633-6689-3336-0229-76,5633-6689-3336-0229-76,The Hadith are real bitch.  I invite anyone to look them up anywhere and prove you are the liar.,sexism,1.0,@semzyxx @NAInfidels @owais00,,
5634-4095-9472-8120-32,5634-4095-9472-8120-32,Hey...how did you make that =/= thing?,sexism,1.0,@sjhough,,
4703-8249-7318-9859-84,4703-8249-7318-9859-84,"RT :  no, rape is",sexism,1.0,@RICANROLL @YesYoureSexist,,
5626-6461-1565-2849-92,5626-6461-1565-2849-92,"A known ""dudebro"".",sexism,1.0,@p4ndiamond,,
4489-5734-1061-2350-08,4489-5734-1061-2350-08,RT  I'm not sexist but I hate a guy that lacks masculinity. It's the worst.,sexism,1.0,@x_xjoycee,,
4365-6344-5987-5530-24,4365-6344-5987-5530-24,Ever hear of books?  Only one thing to do while im sick and thats watch women's hockey,sexism,1.0,@MakVarcoe,#notsexist #KillMe,
5644-7324-4049-1009-92,5644-7324-4049-1009-92,"You've seen the article by founder of NOW's sister, right?  More and more I see feminism thru this prism...",sexism,1.0,@cjn159u,,http://t.co/7jOETvnH9A
5460-1709-9210-9649-92,5460-1709-9210-9649-92,RT : I'm sorry to any women out there! I'm not sexist! But ya cant have women in the infantry doing a front line role!! Its a simpl…,sexism,1.0,@RichyOC,,
5728-7623-0808-1009-92,5728-7623-0808-1009-92,Given that it's WaPo...laying odds...,sexism,1.0,@HumanistFury @mcRelyt,,
5759-6682-7475-5340-16,5759-6682-7475-5340-16,"ash and camilla have grown on me, but can Kat and Andre PLEASE STOP BEING SO BITCHY TO THE OTHER CONTESTANTS",sexism,1.0,,#MKR,
4935-3348-3508-0560-00,4935-3348-3508-0560-00,RT : Now I'm not sexist but there ain't no woman in the world that can pull of Thor!!! He's a fucking man!! Always has been al…,sexism,1.0,@EvanSutton96,,
5755-9637-4076-4689-92,5755-9637-4076-4689-92,And I still prefer Kat to freakshow Annie,sexism,1.0,,#mkr,
5759-6475-3580-9249-92,5759-6475-3580-9249-92,Kat is a fucking bitch.,sexism,1.0,,#MKR,
5636-0639-8735-7489-92,5636-0639-8735-7489-92,Women have more legal rights in every Western nation.  Who is privileged?,sexism,1.0,@feministlah @GreenWeiner,,
4626-3581-2148-8750-08,4626-3581-2148-8750-08,"No. : Call me sexist or whatever, but Imma need for female personal trainers to be sexy.",sexism,1.0,@JuBSmoove,#sorrynotsorry,
3840-4272-4522-8730-24,3840-4272-4522-8730-24,RT   I'm no sexist but I've seen some really dumb girls which lend credibility to the argument.,sexism,1.0,@farouqzaib,,
5033-3777-7602-4990-08,5033-3777-7602-4990-08,RT : Saw a woman driving a lorry in town today. Some serious irony when it turned out to be the hoover lorry though.,sexism,1.0,@Barnflake,#NotSexist,
5759-7265-3736-9560-32,5759-7265-3736-9560-32,How nasty is Kat. What a bitch,sexism,1.0,,#mkr,
5671-1920-9365-5290-24,5671-1920-9365-5290-24,RT :   They want to eliminate totalitarian ideologies by making it illegal to criticize feminism; itself a totalitarian ide…,sexism,1.0,@Lac3y1988 @MT8_9,,
5710-1321-6580-5920-00,5710-1321-6580-5920-00,"...whereas, prostitution is the same job for same audience* (for most part) AKA making one guy cum.",sexism,1.0,@RealTrumpsFeels,,
5760-0181-4929-1299-84,5760-0181-4929-1299-84,Funny how Kat thinks that everyone is loving her dish but people think it's actually awful 😂,sexism,1.0,,#mkr,
5759-6283-5924-2220-16,5759-6283-5924-2220-16,"we decided last night that she's a 'prawn head', particularly in that red dress",sexism,1.0,@lismarie56,#mkr #kat,
5723-3290-2421-1640-32,5723-3290-2421-1640-32,"Promo ""models"" are the dangle berry of the modeling world. Shit.",sexism,1.0,,#MKR,
5759-6074-2807-0890-24,5759-6074-2807-0890-24,"Every year Manu's accent gets thicker, Colin's hair gets oilier and Pete just gets oranger!",sexism,1.0,,#MKR,
5460-1723-9028-0720-00,5460-1723-9028-0720-00,It's like a Greatest Hits  Not sexist but women have a weird sense of humor and can't drive,sexism,1.0,@Alexstoleurdog,,
5712-7482-7773-9770-24,5712-7482-7773-9770-24,Thanks. Feminists now stand in the way of equality. So we'll never achieve it until people realize they won't finish the job.,sexism,1.0,@LeoKikiLady89,,
4789-9671-1587-6019-84,4789-9671-1587-6019-84,"Don't need it.  I'm not sexist but with each post and bitter comment I have less and less sympathy for the female ""struggle""",sexism,1.0,@mshaysoul,,
5692-7373-8358-8659-84,5692-7373-8358-8659-84,RT : Fifty shades of grey is romantic only because the guy is a billionaire. If he was living in a trailer it would be a Crimin…,sexism,1.0,@chloeonvine,,
4322-8973-4769-9020-16,4322-8973-4769-9020-16,I don't think men should be allowed to have opinions.  Call me sexist but I don't think women should be allowed to grow beards,sexism,1.0,@Rhace138,,
5759-5794-1326-4670-08,5759-5794-1326-4670-08,Can someone give Kat a slap across the head,sexism,1.0,,#mkr #bitch,
5188-3131-0035-7669-76,5188-3131-0035-7669-76,"RT  I'm not sexist but the thought of an all female Ghostbusters 3, scares me more than any ghost they could think up!",sexism,1.0,@stuartreeves,#badidea,
5658-7127-1871-6640-00,5658-7127-1871-6640-00,"So is ""twat"".",sexism,1.0,@JanelleBrindle @lancewalton,,
3950-1154-5718-9809-92,3950-1154-5718-9809-92,Yeah! Why do we feed the hungry but not the full? Why do we give shelter to the homeless but not the homed? SO UNEQUAL,sexism,1.0,@MKriegbaumJr,,
5723-4223-7272-4899-84,5723-4223-7272-4899-84,"RT : Anyone else notice that all 3 of Katie and Nikki's dishes were based on them being sluts? Sausage, cock and tarts?  …",sexism,1.0,@Jdubzlad,#MKR #MKR2,
5759-6499-2136-0320-00,5759-6499-2136-0320-00,You should be humiliated Kat! You are awful!!!,sexism,1.0,,#MKR,
5304-3528-9794-4819-84,5304-3528-9794-4819-84,"I suppose you shave yours, then?  Im not sexist. But women should shave their goddamn legs.",sexism,1.0,@skelato_r,,
5755-9647-7247-9800-32,5755-9647-7247-9800-32,Kat and Andre better fuck off this show quickly. Awful people,sexism,1.0,,#mkr,
4804-9393-3881-8520-32,4804-9393-3881-8520-32,RT  Sorry but girls will never be able to compete at the level of football that men's football has set,sexism,1.0,@cammyhoskins98,#notsexist,
5759-8921-6015-8640-00,5759-8921-6015-8640-00,"Never mind nails down a chalk board, all you need is Annie's voice screeching",sexism,1.0,,#mkr,
5759-5825-0392-1619-84,5759-5825-0392-1619-84,"RT : Sucked in Kat, you mole",sexism,1.0,@JennaWilkins,#mkr #mkr2015,
5749-9254-4783-6920-32,5749-9254-4783-6920-32,"Okay, we have women being physically inferior and the either emotionally or mentally inferior in some way.",sexism,1.0,@AMohedin,,
5759-8033-5751-5690-24,5759-8033-5751-5690-24,Kat has an amazing future after  I think a role as wicked step mother..... She just needs to age a bit,sexism,1.0,,#mkr,
5671-1209-4458-5889-92,5671-1209-4458-5889-92,Not in the EU...,sexism,1.0,@antifempsycho2,,
4673-9071-5421-4129-92,4673-9071-5421-4129-92,"RT  I'm not sexist but women and men are just different they can't be same, I'm not saying that men are superior but yeehh",sexism,1.0,@uzairjaat,,
5086-6922-3087-1409-92,5086-6922-3087-1409-92,So boring.  I'm not sexist. But women should not drive. Ever.,sexism,1.0,@CrossMagic,,
4464-6579-1337-0380-16,4464-6579-1337-0380-16,RT : I'm not sexist but why are there 8 girls in the weight room. 32% no way,sexism,1.0,@reptarfanatic,,
4659-9165-9155-4970-24,4659-9165-9155-4970-24,RT  Do women announcers annoy anyone but me?,sexism,1.0,@justin13j,#NBA #notsexist,
5630-9631-8667-9399-68,5630-9631-8667-9399-68,"RT :   oh, snap!! Here is what W from 3 world countries think abt ppl like you.  http:…",sexism,1.0,@victorymonk @MGTOWKnight @highwiregirl,#QuestionsForMen,
5712-7635-7503-7219-84,5712-7635-7503-7219-84,Funniest commercial I ever saw...until they did the Maury one.,sexism,1.0,@LeoKikiLady89,,
5760-0302-7942-9690-24,5760-0302-7942-9690-24,"Kat, your cooking appears to be as unpleasant as you.",sexism,1.0,,#MKR,
3981-1273-6699-0890-24,3981-1273-6699-0890-24,"RT :  they don't even know what they want, then they say things like ""it's a woman's prerogative to change her m…",sexism,1.0,@jamiecowan92 @frankthewank1,,
5755-9776-5226-4629-76,5755-9776-5226-4629-76,Quit bitching - if Kat and Andre had scored a 5 the blonde fuckwits would still have gone. Check out the other teams scoring...,sexism,1.0,,#mkr,
5755-9622-2599-3280-00,5755-9622-2599-3280-00,Oops he meant Katie,sexism,1.0,,#bigthighs #mkr,
5713-0546-3788-2570-24,5713-0546-3788-2570-24,"RT : Feminists call anyone who disagrees an MRA cause they desperately need to think that only MRAs oppose them, rather than near…",sexism,1.0,@RemyNorth,,
5759-6302-9130-4570-24,5759-6302-9130-4570-24,Celina is a elephant and her people have finally come,sexism,1.0,,#mkr,
5755-9654-0783-2839-68,5755-9654-0783-2839-68,"Sympathy levels rising.... ""We're still two hot blondes"" &amp; it's gone...",sexism,1.0,,#mkr,
4322-8892-3016-9130-24,4322-8892-3016-9130-24,RT  I'm not sexist but women rappers are a bigger joke than the WNBA,sexism,1.0,@RobDurbinn,,
5630-5191-8877-2700-16,5630-5191-8877-2700-16,RT : Idiot of the week? — Whoever dreamed up  and then became subsequently asspained at male response... http:/…,sexism,1.0,@ZombieNeith,#QuestionsForMen,
5755-9685-1346-2849-92,5755-9685-1346-2849-92,"Awww, bless them, they still think they were Hot...",sexism,1.0,,#MKR,
5759-4747-5455-8849-92,5759-4747-5455-8849-92,Kat's dealer obviously delivers,sexism,1.0,,#mkr #whatdrugproblem,
4336-5536-3984-8179-84,4336-5536-3984-8179-84,I see you use social media.  I want all social media sites to go down for a week just to see how the girls react.,sexism,1.0,@cmsteele96,#notsexist,
5683-4228-5319-9340-16,5683-4228-5319-9340-16,"Katie and Nikki - NSW - My Kitchen Rules 
When Will people learn? They are not that hot. Pride always comes before a fall.",sexism,1.0,,,
5684-0422-2942-8389-76,5684-0422-2942-8389-76,Familiar w/ it.  Insane.  Patriarchy has clearly failed this man...,sexism,1.0,@SkyPirateVegeta,,
5694-1684-0306-4179-84,5694-1684-0306-4179-84,"I use the term to be the opposite of your ""shady"" source.  What is a non shady source?",sexism,1.0,@LucyWalcott @nomuru2d @Bastille1790,,
5590-9492-7318-3189-76,5590-9492-7318-3189-76,RT   If it gets the men out from under their wives feet I'm all for it,sexism,1.0,@Cariaddraig @cocojambo75,#notsexist,
5723-3940-5827-9239-68,5723-3940-5827-9239-68,Those girls who cooked on  tonight should've named their restaurant Trashy.,sexism,1.0,,#MKR,
5756-2575-1036-2360-32,5756-2575-1036-2360-32,Sheri if you don't swallow that fine but Ill drink lots pineapple juice,sexism,1.0,,#mkr #qldbesties,
5723-3174-4365-4449-92,5723-3174-4365-4449-92,RT :  as the tag for ?? Seriously.  you mean,sexism,1.0,@vivaashleighxo,#killerblondes #mkr #killertwats,
5691-6450-1917-9009-92,5691-6450-1917-9009-92,"RT :  our court system is failing us by letting these criminals walk free. Victim matters, gender does not. Crime Mat…",sexism,1.0,@sports2inflatio @MT8_9,,
5644-6909-2870-9429-76,5644-6909-2870-9429-76,"I'll find a ""special occasion"".  Thanks.",sexism,1.0,@dultery,,
5755-9704-9409-7240-32,5755-9704-9409-7240-32,"unlike MH370, I can't wait to see you crash and burn.",sexism,1.0,,#cuntandandre #mkr,
5622-5059-7228-1020-16,5622-5059-7228-1020-16,"RT :   hahahaha, the single greatest tweet ever posted against feminism. Good fucking job man!",sexism,1.0,@BanterUtd @MT8_9 @cflfrances,#fuckfeminism,
4079-9280-2606-2110-08,4079-9280-2606-2110-08,Are you even a real person?  I'm not sexist. But Men are superior to women.,sexism,1.0,@awesomeadanxd,,
5080-9452-3931-5050-24,5080-9452-3931-5050-24,RT :     I wouldn't be surprised. I'm not sexist but women don't download t…,sexism,1.0,@georgetietjen @Coslopuss @ggrr659 @thereallivefree @crazybenghazi04,,
5756-0860-3123-3930-24,5756-0860-3123-3930-24,"Jesus Kat, shut the fuck up and let it go :/ your a fucking tool",sexism,1.0,,#MKR,
4152-4537-3490-2250-24,4152-4537-3490-2250-24,RT   the majority [of bad drivers] are women right?,sexism,1.0,@theJPDH @Lukeyjuke,#observation #notsexist,
5723-2844-5947-9820-16,5723-2844-5947-9820-16,Hahahahaha blonde moment!,sexism,1.0,,#mkr,
5759-9055-1171-9980-16,5759-9055-1171-9980-16,RT :    More men actually die from DV once suicide as a result is factored in. People tend to miss …,sexism,1.0,@bonedagger @MT8_9 @TheNewKidd3 @charenton_,,
4723-8635-0524-5509-76,4723-8635-0524-5509-76,"RT : I am not sexist. But when girls beg to wear yogas, don't get uptight if you see a guy looking. Then you are just helpi…",sexism,1.0,@AnthonySammarco,,
4469-9944-2122-4780-16,4469-9944-2122-4780-16,"RT : Its like im not racist, but I find racist jokes funny. Im not sexist but i find gender stereotyping funny. IMO nothin that …",sexism,1.0,@HazzMurphy,,
4304-7420-6355-0220-16,4304-7420-6355-0220-16,10-to-1 odds this guy faints after one punch  I'm not sexist but girls can't fight and if you think you can you need to stop,sexism,1.0,@AaronObviously,,
4790-5658-8129-3329-92,4790-5658-8129-3329-92,RT : How about feminist focus on females instead of everything men do wrong? Start respecting yourselves then maybe I'll take it …,sexism,1.0,@mshaysoul,,
5755-9592-2459-0049-92,5755-9592-2459-0049-92,Kat you're fkn ass,sexism,1.0,,#MKR,
5702-3109-9336-6140-16,5702-3109-9336-6140-16,". Again, you have already typed out your ignorance. Anyone who understands economics can scroll up &amp; see you prove it. Thanks.",sexism,1.0,@thegeek_chick,,
5723-3357-1702-0430-08,5723-3357-1702-0430-08,My kitchen rules or my vagina rules?,sexism,1.0,,#MKR,http://t.co/CXXgcf1MHl
5648-1113-3077-6920-32,5648-1113-3077-6920-32,"The ""after all"" denotes sarcasm that you take out of context, Goebbels.",sexism,1.0,@Mich_McConnell @TamedInsanity,,
4608-1957-1335-6469-76,4608-1957-1335-6469-76,RT  Girls shouldn't do drugs,sexism,1.0,@Jason_Eyerman,#NotSexist #JustTheTruth,
5766-9658-9076-4349-44,5766-9658-9076-4349-44,The only time that bitch ever sees the inside of a church is when she brings supplies to Muslim ....,sexism,1.0,@AAlwuhaib1977 @dankmtl @PeaceNotHate_,,
5666-3679-3596-8949-76,5666-3679-3596-8949-76,RT  I'm not sexist but if the rally games were all sport games then the boys would win every game hands down,sexism,1.0,@ImKindOfASavage,,
4144-6839-0938-3500-16,4144-6839-0938-3500-16,RT  I'm sorry but I can't handle women commentators or women talking about sports on ESPN,sexism,1.0,@nathanbonter21,#NotSexist,
3193-9985-1215-4339-84,3193-9985-1215-4339-84,Oh yeah Colin! Smash those girls! :D,sexism,1.0,,#MKR,
4789-9691-3920-8309-76,4789-9691-3920-8309-76,RT  Women are terrible drivers... Just saying.,sexism,1.0,@FiorellaGiordan,#JesusTakeTheWheel #NotSexist #JustTruth,
4391-4440-0015-5980-16,4391-4440-0015-5980-16,RT  im not sexist but women just cant be comedians nor can they be rappers...,sexism,1.0,@ArchAngel_Dux,,
5662-2381-7412-8540-16,5662-2381-7412-8540-16,RT :    That's about the sum of it😂,sexism,1.0,@The_Loki_Jotunn @MT8_9 @comattwow @JustLaurenB,,http://t.co/l3aN6kURhx
5723-2755-8005-4650-24,5723-2755-8005-4650-24,Churn baby churn 🎶,sexism,1.0,,#mkr,
5086-6870-3521-9310-08,5086-6870-3521-9310-08,RT  I'm not sexist but I just can't watch football with a female commentator or announcer. Even my mom can't stand it.,sexism,1.0,@Living_Hurt,,
4723-8602-3805-0469-76,4723-8602-3805-0469-76,"RT :     he'd prefer a more attractive girl (which in itself is not sexist, but per…",sexism,1.0,@a_little_opus @MaxDavidPaul @stekettle @GregyMc @hannahw_96,,
5755-9648-2805-4200-32,5755-9648-2805-4200-32,":  Kat you are the biggest MOLE , I hope you choke!!",sexism,1.0,@falzonies @mykitchenrules,#mkr,
5756-3355-8951-2309-76,5756-3355-8951-2309-76,"""If I could score them a zero then I would because I'm a super slut"".",sexism,1.0,,#MKR #cheats #irritate #ratingsbonanza #uglycow,http://t.co/vJv8DCRqcQ
4926-9403-1223-1120-00,4926-9403-1223-1120-00,"RT : Call me sexist but I believe in gender roles and idgaf if it's 2014, I don't want a woman who's going to emasculate me ,st…",sexism,1.0,@Bigboybeezy,,
4152-4498-2597-8609-92,4152-4498-2597-8609-92,"RT  Not sexist, but it's hard watching a game when there is a female commentator.",sexism,1.0,@joe_kriz,,
5685-0984-4526-7480-32,5685-0984-4526-7480-32,.  You are whining about an analogy. TwitFem 's actually defended the predatory sexual abuse of a high school student,sexism,1.0,@aguyuno @TigerClaud,#SJW,
5755-9590-9662-1790-08,5755-9590-9662-1790-08,Piss off Kat with that stupid smile on your face,sexism,1.0,,#MKR,
5624-3412-4313-7930-24,5624-3412-4313-7930-24,RT :    here's a simple picture on why people dislike feminism. It's a simple concept http:/…,sexism,1.0,@Feminazi_Front @She_TheWolf @brotheryellow @MT8_9,,
5525-0431-3554-4120-32,5525-0431-3554-4120-32,RT : If they make  3 all women sorry ladies I won't watch one of my favorite childhood movies be destroyed.…,sexism,1.0,@rickmcgray,#Ghostbusters #notcool,
5713-0650-4357-1630-08,5713-0650-4357-1630-08,"RT : Should I hook up with this chick?? Half my friends say yes, the other half no!",sexism,1.0,@BlomquistRich,,http://t.co/hR2bnRaJtf
4254-8361-6299-1310-08,4254-8361-6299-1310-08,RT  Im not sexist but I hate woman sports commentators,sexism,1.0,@ConnellyBock,,
5723-3148-3760-7340-16,5723-3148-3760-7340-16,In what world are these two mingers models?,sexism,1.0,,#mkr,
5759-5790-7193-2739-84,5759-5790-7193-2739-84,that wiped that horrible smile off Kat's face!!!!,sexism,1.0,,#MKR,
4142-4187-7584-7770-24,4142-4187-7584-7770-24,RT : I'm not sexist but girls who have abs and all that nonsense are really not attractive,sexism,1.0,@_oimatewtf,,
5642-3135-9842-2220-16,5642-3135-9842-2220-16,"Suspended, here under a new acct.  Stalked me for a day or so.  Legit ""issues.""  Kid gloves on...",sexism,1.0,@BristolBen @HumanistFury @ListenToRaisin,,
5645-9609-2101-4890-24,5645-9609-2101-4890-24,"RT :    ""women r just as strong as men we r all equal wait men r stronger dont hit women we r weak""",sexism,1.0,@shoe0nhead @thisonesakillaa @MT8_9 @TehMenz,,
5605-0948-7115-9440-00,5605-0948-7115-9440-00,"Feminists think very little of women, it turns out...",sexism,1.0,@MGTOWKnight,,
5723-4492-8069-5009-92,5723-4492-8069-5009-92,Trying to find something pretty about these blonde idiots.,sexism,1.0,,#MKR,
4511-6080-7842-1240-32,4511-6080-7842-1240-32,I'm not vegetarian to an extent but eat anything but beef? No.  I'm not sexist to an extent but female rappers? No,sexism,1.0,@ConnorAPercival,,
5702-0705-3190-2869-76,5702-0705-3190-2869-76,"RT :  Please, if you disagree with Peter Tatchell  Please follow, RT",sexism,1.0,@MHWitchfinder @MT8_9,,http://t.co/A0O6Ul7ftA http://t.co/HbCv6oaps4
5651-0364-0096-9560-32,5651-0364-0096-9560-32,""":  ever walked home in dark seen another person and becomed scared?""  Men are attacked 4 times more often.",sexism,1.0,@ErikssonMalin85,#QuestionsForMen,
5692-8271-1862-5790-08,5692-8271-1862-5790-08,RT  Is this Kara Lawson calling this game???? I'm not sexist but I hate when she calls game.,sexism,1.0,@BraxtonDsnyder,,
5755-9589-6215-2199-68,5755-9589-6215-2199-68,OH MY GOD IF KAT STAYS IN I QUIT LIFE SHE DOESNT DESERVE IT SO HARD,sexism,1.0,,#MKR,
5090-7981-6600-3219-84,5090-7981-6600-3219-84,RT  And no I'm not sexist but a bitch is a bitch,sexism,1.0,@katsferdayz,,
5640-8942-8524-9580-16,5640-8942-8524-9580-16,RT :      eeuww. I don't want to fit *anything* into their little boxes...,sexism,1.0,@LostSailorNY @AlMartin2000 @MT8_9 @robscragga @Bananaramble @chazmilz,,
4206-3214-1706-1699-84,4206-3214-1706-1699-84,RT   I don't ever want a female talking while football is being played,sexism,1.0,@CoryBeats @BlacckGall,#notsexist,
5755-9712-5913-8659-84,5755-9712-5913-8659-84,I think it was Nikki and Katie's modesty that made them so appealing,sexism,1.0,,#mkr,
3823-5062-2411-8739-84,3823-5062-2411-8739-84,"RT : I'm sorry. But I don't see what's hot about girls who eat like guys. Call me sexist, but i like girls because they're girls.",sexism,1.0,@TwoThug4U,,
5755-9746-5019-2899-84,5755-9746-5019-2899-84,Don't mind looking at Collin for the whole  season 😍😍,sexism,1.0,,#mkr,
5627-8064-4569-5299-84,5627-8064-4569-5299-84,Bad seeds grow weeds.  Must be rooted out first or else you'd foundation cracks.,sexism,1.0,@ErikaLopezDurel,,
5756-4798-6341-9290-24,5756-4798-6341-9290-24,RT : The fact that Jimmy Buffett ever sold a record is an indictment against the idea of American exceptionalism,sexism,1.0,@LeonHWolf,,
5723-2857-4323-0529-92,5723-2857-4323-0529-92,RT : Everything is deconstructed. They're no good at erections then?,sexism,1.0,@PatriceChienne,#MKR,
5755-9628-6843-3139-84,5755-9628-6843-3139-84,Kat and andre make me sick they don't deserve to be there.,sexism,1.0,,#mkr,
5723-3920-5914-7960-32,5723-3920-5914-7960-32,"RT : the theme for their instant restaurant appears to be ""barbie's dream narcissism kitchen"" 💋",sexism,1.0,@dandebuf,#MKR,
5759-5214-3456-2110-08,5759-5214-3456-2110-08,didn't think Kat could be more annoying than she was in the home rounds. I was wrong! Annie coming a close second.,sexism,1.0,@mykitchenrules,#MKR,
5723-2927-6776-7100-16,5723-2927-6776-7100-16,These two blondes are not skinny enough to be models.,sexism,1.0,,#MKR,
4357-9355-2686-0720-00,4357-9355-2686-0720-00,RT : Im not sexist but girls basketball is hilarious no matter what level it is. They all suck its annoying that it exists …,sexism,1.0,@TheRealFattLaff,,
5723-2812-0822-3089-92,5723-2812-0822-3089-92,RT : How is Katie be a model when she could feed the table with her right arm.,sexism,1.0,@iamarkus,#MKR #MKR2015,
4952-9811-1401-8860-16,4952-9811-1401-8860-16,RT   Lots of legs on todays show. America approves.,sexism,1.0,@capehog @JedediahBila,#Notsexist,
5554-0624-1501-9459-84,5554-0624-1501-9459-84,LOLOLOL    I'm not sexist but it's always the females that expect you to read their minds Lolol,sexism,1.0,@manorwood97 @karlmalonee @karlmalonee,,
5725-1873-3010-3459-84,5725-1873-3010-3459-84,"Got a 1st for Coburn, more than I'd have thought.  Hawks made a mistake/took big risk on Timonen but good deal for Hextall.",sexism,1.0,@DQTwitchStream,,
