formatted_id,cleaned_text,Annotation,oh_label,users,hashtags,links
5723-3139-3264-4560-00,?? have the producers lost the plot or have my eyes failed? in what universe are they even remotely hot in??,sexism,1.0,,#killerblondes #MKR,
5702-0444-7718-0110-08,...in her mind.  sure.,sexism,1.0,@jiabrahams,,
5639-0466-9416-9639-68,". but not a joke, a lot of her writing created the false ""rape culture"" crisis &amp; whose theories were drivers of new ca rape law.",sexism,1.0,@BlackOpal80,,
5666-5590-6117-4680-32,"rt :   i'm all for equal rights, just annoying that they complain about things that don't matter is …",sexism,1.0,@IMrTrippy @IronCurtaiNYC @YesYoureSexist,,
5723-5830-9509-9020-16,so kat got a new decent hair cut then,sexism,1.0,,#MKR,
4200-4179-0205-3500-16,"rt  i'm not sexist, but when a woman presents a football show i just can't take her seriously.",sexism,1.0,@BenOX4D,,
5645-6819-5965-9150-08,rt :  did you know feminists think that violence is okay so long as the victim isn't seriously injured?,sexism,1.0,@TehMenz,#QuestionsForMen,http://t.co…
5755-9694-1695-8480-00,that horrible woman from wa lives to play another day? so disappointed that a lack of talent survived due to her meanness of heart.,sexism,1.0,,#mkr,
5723-6533-5392-7310-08,rt : i should start a drinking game..  everytime the girls compliment themselves skull. i wouldn't be in great shape tomz tho 😳 #…,sexism,1.0,@Sparkesie,,
4771-4262-8048-1749-76,"rt : i'm not sexist, but why the fuck do girls try and talk / tweet about football to impress lads. this is our thing, don't ru…",sexism,1.0,@Deanowen118,,
5687-7794-9001-8099-84,rt :    i think i'll leave this here.,sexism,1.0,@Dezzantibus @MT8_9 @Brittany_Blade @JudgyBitch1,,http://t.co/gE5ZdEE07F
5666-3937-4704-8449-92,"i (would) never read/see it, so i have no idea...what is the ""abuse"" they speak of?",sexism,1.0,@AmarinaW,,
5257-2406-8637-8560-00,rt  two most funny twitter accounts: that of an intelligent man and a dumb woman ;)   :p,sexism,1.0,@Vakeel_mem,#NotSexist #SoPlease,
5723-4914-2875-3120-00,"surprised the ""models"" don't know how to dress with style",sexism,1.0,,#mkr,
5755-9735-1827-4759-68,i cant believe kat is still in this competition no no no,sexism,1.0,,#mkr,
4343-9346-4143-2449-92,"rt  i'm not sexist, but women should not be refs",sexism,1.0,@Tom_Greenbean,,
5699-9970-8246-1680-00,if  &amp;  work same job for same wage but he works 40 hrs vs her 20 formula cited would show 50% gap,sexism,1.0,@SomeStrangeFX @EqualAtBirth @vicesandviagra,,
5756-0189-9497-3699-84,"kat calls it strategic, i call it being a biatch!",sexism,1.0,,#mkr,http://t.co/zVCx6kVAIV
5761-2152-3250-9420-16,rt : by sassy they mean sluts right?,sexism,1.0,@RMCdigi,#MKR,
5755-9651-0114-5329-92,rt : that face kat just pulled was hideous.,sexism,1.0,@mary__kaye,#mkr,
5723-2928-8235-5239-68,are these girls for real? you're promo models and struggling 6's at best,sexism,1.0,,#oppositeofkillinit #pipedown #mkr,
5756-2984-9726-8819-84,"rt : love debra and eva, and sheri and emilie! such beautiful souls.  will sheri and eva ever kiss?",sexism,1.0,@oohlahlah09,#mkr,
4261-0650-2290-5020-16,"no one cares  call me sexist, but i hate to hear girls argue bout sports",sexism,1.0,@IkeMahrer6551,,
4105-7622-3379-5340-16,"""radical""? lol no  call me sexist. but a girl playing bf4? lol no",sexism,1.0,@David_i_think,,
5626-4868-7483-2940-16,. evidently twit'n'run feminist coward  unblocks me long enough to reply &amp; then reblocks me,sexism,1.0,@RealTrumpsFeels @Auragasmic,#WomenAgainstFeminism,
5361-6500-2663-9690-24,rt : don't rape-zone me,sexism,1.0,@cheuya,,
5723-2828-0218-4720-00,"katie &amp; nikki's next job will be playing ""people who stuff up simple tasks"" on infomercials",sexism,1.0,,#MKR,
5615-1493-7336-7340-16,rt : doesn't work. you can be accused of rape and named the farther by someone you never had sex with.  …,sexism,1.0,@robinashe @TheFactualGamer @AgoristA,,
5755-9589-9541-2830-08,katie has a better tan than pete!!!,sexism,1.0,,#mkr,
5759-5425-0930-3640-32,i just want to knock kat's cocky face out,sexism,1.0,,#mkr,
5723-5527-5027-4439-68,everybody get a little greasy on,sexism,1.0,@IrinaLV143,#mkr,
5460-1774-9994-9790-08,doing nothing does require an inordinate amount of skill,sexism,1.0,@callum_s19,,
5638-7171-6066-0910-08,"rt :  did you know that scientists agree that women ""slut shame"" to make vaginas more valuable to you?",sexism,1.0,@TehMenz,#QuestionsForMen,http://t.co/…
4322-8921-6915-9719-68,rt  not sexist but these asian girls hu cant cook..yall better find a good divorce lawyer,sexism,1.0,@Bilal_Ali90,,
5711-2972-4258-2259-84,rt  i swear i'm not sexist but why is march 8th women's day? is that necessary...?,sexism,1.0,@Raider2Bearcat,,
5167-2113-9012-2149-76,rt  lucky to come off that bus alive,sexism,1.0,@JordanWalker654,#womenbusdriverproblems #notsexist,
4895-1521-9920-5150-08,rt :  black widow i can understand she was an original character. i am not sexist but thor has always been a guy.. can't s…,sexism,1.0,@Marct009 @SkyNews,,
5628-2156-0466-4069-76,deadbeat dad-ism is illegal.  this is the legal system screwing him.,sexism,1.0,@willberthelot @naaadnerb,,
5755-9875-6260-7740-16,why does kat always need to make big eyes? you freak me out witch,sexism,1.0,,#mkr,
5759-7138-6381-9879-68,"kat is just plain, fucking awful",sexism,1.0,,#MKR,
4985-6158-5896-7840-00,"maybe you could live on mars and help us all out.  i'm not sexist, but if i hear a woman's voice on the radio i turn it",sexism,1.0,@TheDanielNorton,,
3886-8771-1344-6599-68,rt  a lady is currently driving this bus... funnily enough she's hit the curb twice,sexism,1.0,@TheRealCiaranW,#NotSexist #stereotypical,
5669-8042-9094-6090-24,"no, i said that about feminism.",sexism,1.0,@comattwow @ChubsSays,,
4678-2565-6856-7189-76,"rt  you're a moderator of a bigbang fansite, shouldn't you be more objective? seriously, sometimes girls can't think properly.",sexism,1.0,@aliffabr,,
4102-0471-7529-0389-76,rt : i'm not sexist but i prefer male professors over females.,sexism,1.0,@DemaMatar,,
4006-5683-7193-6300-16,rt  not sexist but there are certain things that a woman can't tell me nothing about.,sexism,1.0,@VSVPDeezyy_,,
5250-8072-5306-2330-24,rt  most women are bad drivers just like most men are douchebag drivers,sexism,1.0,@JJFComedy,#equality #notsexist #fact #LATraffic,
5762-9832-0391-3360-00,"rt : oh, you're humiliated kat? we've been embarrassed for you ever since this show started",sexism,1.0,@lismarie56,#mkr #MKR2015,
5723-4451-5261-9320-32,"girls, please don't let the leftovers go to waist. my dog would really appreciate it!",sexism,1.0,@mykitchenrules,#MKR,
4794-2956-8478-9699-84,"yeah no male-led empires have fallen, iirc  im not sexist but history shows us that empires fall when women take control of them",sexism,1.0,@pwreclive,,
4293-9162-7237-3509-76,"rt :  you insinuated twitter raping me yesterday. also saying only women get raped, that is sexist. little bes…",sexism,1.0,@jimboslice_13 @YesYoureSexist,,
5628-1034-9104-4019-84,"rt :   have you ever taken six weeks off from work, casually decide if you want to go back then choose to work part…",sexism,1.0,@LynnD_P,#QuestionsForMen,
4157-2017-7435-5699-84,rt : i believe in equal rights there for am not sexist but women's reaction times &amp; general awareness 2 whats going on whilst d…,sexism,1.0,@BoleynButtz,,
5749-6953-0914-4679-68,"what does your quran 33:33 say, bitch.",sexism,1.0,@pixieyas @greenlinerzjm @versacezaynx @nyazpolitics,,
5763-9977-2183-1100-16,"i think he's trolling, actually...",sexism,1.0,@howmariefeels,,
5723-4974-3231-1930-24,colin likes moist thighs.. preferably of the promo type...,sexism,1.0,,#MKR,
5760-2616-5783-0439-68,that kat has to go. she is nasty.,sexism,1.0,,#mkr,
5525-0423-8522-5070-08,rt  cooking and cleaning the kitchen? this is not me!,sexism,1.0,@lewisburgkid13,#WhoDat #WomansWork #NotSexist,
5723-4974-6490-1880-32,of course they keep the girls hat cause drama could see that coming a mile off,sexism,1.0,,#MKR,
5623-0576-4459-8309-76,""": in my opinion? all jokes are ok. nothing should be off-limits to joke about. just pointing out hypocrisies""",sexism,1.0,@thisonesakillaa,#SorryItsABoy,
4834-0075-0068-8179-84,"not even a good use of the meme  i have never met a woman who can drive well.... but, that's none of my business.",sexism,1.0,@RichyRedd,#NotSexist,
5639-0527-6496-3349-76,". then what really opened my eyes. an article on financial abortion. even, after reading, i still opposed. responsibility, etc.",sexism,1.0,@BlackOpal80,,
5643-1021-3751-1029-76,but riley was hilarious on stern.  hadn't thought about him (or the biovians) in years.,sexism,1.0,@ValiantRook,,
5663-9034-2711-5169-92,rt : this guy   is an amazing writer regarding .,sexism,1.0,@EqualityMen @FeministFailure,#feminism,http://t.co/ytOKDpaiga http://t.co/LMWvAEgS0A
5637-3866-7273-8430-08,""":  because fems aren't actually doing anything for oppressed women in the middle east.""",sexism,1.0,@Brittany_Blade,#FemFreeFriday,http://t.co/pUYim4Q8jk
5755-9697-9788-4929-92,rt : the promo bimbos are certainly annoying but kat and andre seem like truly objectionable people.. gross,sexism,1.0,@PatSherlock89,#mkr,
5402-6256-8498-2990-08,rt :  then do the dishes,sexism,1.0,@TAdams1604 @YesYoureSexist,,
5755-9649-0111-8529-92,your cooking is still shit kat,sexism,1.0,,#mkr,
5755-9592-2517-7249-92,rt : do you think kat is happy with that group score?,sexism,1.0,@TVWEEKmag,#mkr #tvweekmag,
5664-4056-2602-3120-00,"...she was seriously, right?",sexism,1.0,@motorcitybellex @SATANPLSS,,
5707-6199-7438-0830-08,thanks. and you are seemingly are less interested in equality for all than you stated prior...just saying.,sexism,1.0,@cazzapuppy,,
5702-4563-7607-9850-24,rt : sigh.,sexism,1.0,@greyaesthetic @thegeek_chick @VCR_Blog @MT8_9,,http://t.co/SzPWoILvvp
5710-2229-6846-1150-08,"when u know what an obvious lie the  is, valenti's ""solution"" would be lol were it not scary cuz they mean it.",sexism,1.0,,#PayGap,http://t.co/hKFsNHfine
5723-3465-7972-2769-92,he saved them cause he wants to bang them,sexism,1.0,,#mkr,
4626-3542-7212-4400-00,rt : call me sexist but i think a woman on a motorcycle is kind of dumb. especially when she has ape hangers...,sexism,1.0,@BalockayAyAyRon,,
5648-2939-4716-6149-76,"rt :      she doesn't know cuz, ""math is hard"" but, some gende…",sexism,1.0,@MensHumanRights @MT8_9 @UndeadTurning @Mich_McConnell @Cerebrawl80 @TamedInsanity,,
5677-8014-7567-5550-08,rt : tell me the definition of feminism &amp; say it's about equality all you want. won't change the fact that modern feminism …,sexism,1.0,@repubprincess__,,
5673-5676-4161-4460-16,"rt :  isis is killing people, our solution, ""teach isis not to kill""",sexism,1.0,@sports2inflatio,#AdviceForYoungFeminists,
5755-9603-3616-4049-92,"kat, you are an embarrassment to yourself",sexism,1.0,,#MKR,
5723-4401-1043-6880-00,"actually nikki really is quite good looking, wait till my shots hit the newstand!",sexism,1.0,,#mkr #photography #fashion,
3819-8821-6292-6549-76,"rt : i swear, i'm not sexist, but i honestly just cannot stand the woman college football announcer on espn2",sexism,1.0,@brian_day15,,
5685-9992-6843-8430-08,rt : i don't blame these sjws for hating themselves. they're just choosing the wrong reasons. grade a white guilt.,sexism,1.0,@thisonesakillaa,,http://t…
5755-9671-7225-0670-08,wtf!!!!! i not a huge fans of the promo girls but they never voted strategically! this sucks! soo annoyed!,sexism,1.0,,#mkr #killerblondes,
4775-3436-4079-6199-68,i have some news for you.  i'm not sexist but sexist jokes are the funniest jokes out there... in my opinion,sexism,1.0,@BDJ_Mauri,,
5402-6158-1708-6240-00,"ok  call me sexist, but most people i have muted on my twitter are women.",sexism,1.0,@Krygier_Lilly,,
5646-4262-1206-0650-24,""":  have you been told your pants are distraction to boys in school?"" just our shirts.",sexism,1.0,@Lesleywallace1,#QuestionsForMen,http://t.co/0W5HYr3p0B
5759-6214-3176-0280-32,rt : rt:: kat is the king joffrey of,sexism,1.0,@Mr_Fanta_Pants @jgray0711,#mkr,http://t.co/mmhnVBrXJ1
5641-2357-6488-3249-92,an illinois pd studies nine years of their cases once....41% false.,sexism,1.0,@thesledgetobias,,
5729-1321-2158-5619-84,"rt : ucla women's law group libels chs, then tries to hide it.",sexism,1.0,@WRCorg,#womenagainstfeminism,http://t.co/NFqIgwK88y
4206-3358-4794-2229-76,using it to communicate our humanity? chicks man  don't call me sexist because we all know how y'all girls are with twitter.,sexism,1.0,@lonelybanana9,,
5558-2961-7995-8419-84,rt : so you are actually complimenting someone when you refer to them as a vagina or as having a vagina.,sexism,1.0,@rgay,,
5637-9897-5350-7269-76,picwhatting? and you have quoted none of the tweets.  what are you trying to say...?,sexism,1.0,@BillRigg,,
5759-6155-8376-8449-92,how is that rotten egg kat not in sudden death?!,sexism,1.0,,#MKR,
5710-0759-4455-8019-84,i know...that's the goal.  i'm here to expose their lack of sense.,sexism,1.0,@fatslags_ad,,
4331-0308-2126-1969-92,rt :    - people are too damn sensitive lol,sexism,1.0,@MasonTillIDie @WizardryOfOzil @DeusExJuice @YesYoureSexist,,
4301-3760-4361-5760-00,"rt : you sound dumb end of story, quit crying and making a big deal of little things tf",sexism,1.0,@maizerage13 @YesYoureSexist,,
5656-4601-0001-9160-32,rt :  i'd like to focus on the plight of the beaver.  we are oppressed and i consider myself a victim.,sexism,1.0,@beavergate @MT8_9,,
5756-0305-5971-8400-00,rt : i can't figure out if that promo chick has a receding hair line or just a massive forehead,sexism,1.0,@AuntyNannon,#mkr,
4405-5446-8598-2309-76,"rt :  ah, you're a ? seeing  everywhere then, do check my tweets before you call me  yo…",sexism,1.0,@S_R_Fernando @UnfinishedToday,#feminist #sexism #sexist,
5695-5950-0300-0049-92,rt :      ahahaha!! that didn't take long at all.,sexism,1.0,@Noin007 @thewtfmagazine @MT8_9 @Mislu_Kravin @MaddyBaylor @S_H_O_D_A_N_,,http://t.co/IPQecEmKv3
3886-8836-5836-4440-32,stay outve congress and we have a deal.  call me sexist bt the super bowl should b guys only no women are allowed n th stadium,sexism,1.0,@jacobkramer17,,
5759-7446-3445-0209-92,why is that wicked witch not in sudden death!,sexism,1.0,,#mkr2015 #mkr #katandandre,
5663-0763-5373-5600-00,rt :   you fucking liar. he didn't send you shit and you know it. go lose some weight so you can use a dif…,sexism,1.0,@echofade @freebsdgirl @angryaussie,,
5626-7651-9563-4480-00,"rt : violence, censorship, &amp; intolerance of dissent. it's why we call feminism a hate movement.   …",sexism,1.0,@deanesmay @TheGags29 @troooper316 @JustLaur,,
4597-8880-8280-4940-16,def not sexist  it's just not a good look in my opinion. im definitely not sexist but i just feel like suits are more for men,sexism,1.0,@jamessspurcell,,
5755-9628-7602-5240-32,fk you kat and andre!,sexism,1.0,,#mkr,
5759-8002-6266-4069-76,"“: at least the  might have a future in creating new ben &amp; jerry's flavours  ”

offal and marrow?",sexism,1.0,@IvanTrba,#promogirls #MKR #icecreamqueens,
5630-6297-0847-3340-16,rt :  so you don't plan on apologizing for your near-instant hypocrisy.  okay.,sexism,1.0,@Shermertron @11twiggins,,http://t.co/YwMC9iAl4V
5756-0814-7164-8400-00,"kat you are a fucking cunt rash, a deadset fucking thundercunt rash",sexism,1.0,,#MKR,
5635-7245-3168-1240-32,"i'll take that as you saying ""yes its ok for him to hit her in the same way"".",sexism,1.0,@anniekfox,,
4188-2508-4275-4170-24,rt : i'm not sexist or anything so i hope no single broad try to swerve me but... a woman's ultimate position is to be by a man…,sexism,1.0,@blackocracy,,
5500-1568-7859-9000-32,"rt : i'm not sexist, but letting the red ranger be female in prss is just, not right. the red ranger is always a guy, no exceptions.",sexism,1.0,@WesJ14,,
5664-3111-2130-7480-32,.  i was sure it was fake...until it went too long...no one works that hard on a poe...just vapid childish pc trash.,sexism,1.0,@usdnobody @graphicfire,,
5640-3269-1847-1800-32,"people assume she saw my avi/name &amp; blocked.  nope, blocked by her before i knew who she was. fems use a block list. so...",sexism,1.0,@BlackOpal80,,
3872-5600-0572-4410-24,rt  i just think men are better comedians....,sexism,1.0,@dairemaureen,#sns #notsexist,
5756-6904-8911-9009-92,"damn kat &amp; andre sneak through, would much rather katie &amp; nikki had gotten through",sexism,1.0,,#mkr #damnukat,
4775-6945-2985-1559-68,wow top shelf humor  what's the point in having a cleaning lady when i have a mom and a sister?,sexism,1.0,@arabdizzle,#NotSexist,
5641-8429-4805-8849-92,"...like i said.  a ""symbol"" is a ""symbol"".  jewelry, however, can be pawned later.",sexism,1.0,@sara771987,,
5651-0382-0611-3870-08,""": why is a man afraid to commit to woman he really loves? ""  sexist biased divorce laws will ruin his life.",sexism,1.0,@ErikssonMalin85,#QuestionsForMen,
5723-3679-9340-6300-16,what a riveting little lesson in walking the catwalk. thanks ladies,sexism,1.0,,#MKR,
5232-5360-6049-2720-00,rt :  because you hate a group doesn't make you sexist dumbass,sexism,1.0,@travisnashh @YesYoureSexist,,
5004-5636-7719-9889-92,rt : there's something wrong when a girl wins wayne rooney street striker,sexism,1.0,@Newmanzaa,#NotSexist,
4214-2051-7552-1690-24,"rt  im not sexist, but when it comes to learning i prefer a male .. all my fave teachers were male.",sexism,1.0,@JustMarn,,
5723-4810-6202-7509-76,"if  keep these girls in the comp, which i suspect they will, i'll never watch  again.

so so so rigged.",sexism,1.0,@Channel7,#MKR,
3819-8925-6404-5329-92,"rt : call me sexist, but females really need to stop acting like they are big football fans. just stop.",sexism,1.0,@HannahCamille20,,
5759-5776-6617-0510-08,is proof that the majority of the  producers must be from wa. she is one truly awful human ... not as bad as  though!,sexism,1.0,,#Kat #MKR #Thopia,
5723-3861-7772-7409-92,"those blond girls make me crazy, they are so annoying",sexism,1.0,,#mkr,
5723-3642-7867-8860-16,you'd think in her downtime annie would have paid napoléon perdis a visit and learnt not to use the same coloured blush as your hair...,sexism,1.0,,#MKR,
5677-7758-6022-1870-08,"rt : if being pro-due process makes you pro-rape, does being anti-death penalty make you pro-murder?",sexism,1.0,@AsheSchow,,http://t.co/nR7E8hvBe3
5070-3600-8547-0949-76,"rt : just seen a comment on how chivalry is rarely practiced by females, i'm not sexist, but that's irrationality at it's finest!",sexism,1.0,@sashwilden,,
5535-6876-3321-1470-08,. call me sexist but i can't stand erin andrews (or any most female sports announcer for that matter),sexism,1.0,@MrsKParrish,#heelsdontbelongonthefield,
5485-5751-9946-1340-16,rt  ok i'm not sexist or anything but you women suck at driving ok? just. don't. plox. do us a favor.,sexism,1.0,@runyanave,,
4330-7624-0128-3070-08,"rt :   i have watched several female comedians on several occasions, to my memory i have not laug…",sexism,1.0,@WizardryOfOzil @DeusExJuice @YesYoureSexist,,
4128-8596-7410-7210-24,"wow, no, okay, do not compare the word ""whore"" to the n-word.",sexism,1.0,@SexKittenParty @YesYoureRacist,,
5759-6590-3692-5500-16,rt : wouldn't it nice if annie ends up in sudden death against kat?,sexism,1.0,@SimplyCheecky,#MKR,
4659-9162-0144-2840-32,rt  it really pisses me off when anime girls don't have big boobs,sexism,1.0,@of_The_Guild,#NotSexist,
5601-8134-3926-3539-84,"rt : how npr helped create the current panic over a phantom campus ""rape culture.""",sexism,1.0,@CHSommers @jonathanchait @sullydish @davidfrum,,http://t.…
5663-4226-1920-0019-84,. chemaly is a special kind of twit. master of whining about 3rd world horrors to justify writing about things like .,sexism,1.0,@brenbarber,#PottyParity,
5723-2849-2865-4869-76,omg i just knew they were dumb!!! no common sense or brains,sexism,1.0,,#MKR,
3902-5591-7867-8599-68,rt  go ahead and call me sexist but i do not trust girls in a gun store.,sexism,1.0,@dylan_w_wilson,,
5759-5781-5455-4119-68,ha ha suck on that kat and andre you dumb pieces of shit.,sexism,1.0,,#mkr #dumbslut,
3825-1854-7349-4019-84,rt : working with females is difficult. have to walk on eggshells as to not offend them. no i'm not a sexist person. i'm tal…,sexism,1.0,@jondogg_sports,,
5638-5449-4338-1379-84,i like a multimedia approach.,sexism,1.0,@TheShujaatAli,,
5652-5165-7986-8880-00,who said anything about hitting?,sexism,1.0,@nonirishpaddy @SirScatters,,
3825-1814-8617-8629-76,"rt : feminism is a respectable ideal. being over-sensitive, and searching for problems is not",sexism,1.0,@TwoThug4U @YesYoureSexist,,
3977-5039-4316-5459-84,so clever pulitzer tweet  i think women should wear make-up while driving. just so they look in the rear mirror occasionally.,sexism,1.0,@0cclus,,
5423-2792-3613-5079-68,"rt :  r u saying men piss in restaurants all the time without comment, but as soon as a woman does, there's c…",sexism,1.0,@tobyrobertbull @YesYoureSexist,,
5485-5766-4049-8320-00,"rt  now, i'm not sexist in any way shape or form but i think women are better at gift wrapping. it's the xx chromosome thing",sexism,1.0,@AGuyNamed_Nick,,
5756-1634-8987-9859-84,rt : go hot girls!!!,sexism,1.0,@Itsjust55496420,#mkr,
5643-1000-7034-8270-08,i don't doubt other life but realistically don't think we'll see any evidence in any of our lifetimes so i don't think about it,sexism,1.0,@ValiantRook,,
4513-7855-4404-4910-08,- a misogynist  a woman wants her man to treat her like a princess to the world and fuck her like a whore. - someone,sexism,1.0,@parody_guy,,
5755-9694-7534-2750-08,"was not a fan of the promo girls, but kat is worse !",sexism,1.0,,#mkr,
5640-6781-0348-1059-84,two of those three are already real...,sexism,1.0,@Bananaramble,,
5361-6499-4099-2160-00,"rt : ""friend zone"" concept relies on foregone conclusion sex is a given.  that makes you a rapist",sexism,1.0,@cheuya,#wellactually,
5756-0392-7262-9859-84,manu - you're beautiful,sexism,1.0,,#mkr,
5376-4560-5581-9020-16,rt : my mom cooks every night. you don't see her posting pictures of what she made on social media   …,sexism,1.0,@GiacomoBert8008,#womancook #notsexist #j,
5471-7606-4653-3569-92,rt  i'm not sexist ... but i fear for my life when i'm a passenger in some women's car,sexism,1.0,@SuperNovaBlaze,,
5723-3511-2303-4730-24,the blonde in red has breeders hips in that dress. model my arse!,sexism,1.0,,#MKR,
5206-5648-7182-7699-84,"rt : now i'm not sexist, but an all-female ghostbusters 3 with no connection to the original movies is quite possibly the wor…",sexism,1.0,@jackgillhouse,,
5634-5363-9042-5440-00,what does that 23% figure represent?  how was it derived?,sexism,1.0,@holliebakerlutz,,
5232-2464-2669-2570-24,"yes  call me sexist if you want, but i don't like female comedians. don't know what to tell ya. are they funny?",sexism,1.0,@olijwilliams,,
5710-4626-6173-4030-08,"rt :     hey look, me too!",sexism,1.0,@ryanklang @Norse_Gamer @MT8_9 @ActionFlickDoc,,http://t.co/N99JpaNtsq
4823-5657-1729-4289-92,"definition of sexism...  i'm not sexist, but i believe men and women have their roles in the house.",sexism,1.0,@SarahKylee_13,,
5645-9124-2567-5079-68,"go back to the top of this thread and read again, then.",sexism,1.0,@trishesdishes,,
3879-6709-2277-7969-92,"rt  tests are like women. hard to understand, easy to get over, and nonrefundable.",sexism,1.0,@roldy1996,#truestory #onlyallwomen #notsexist #justsaying,
4314-8963-9686-2220-16,rt  not sexist but female comedians are so shit,sexism,1.0,@_katieorsini,,
5011-4029-7813-0819-84,rt  i'm not sexist but all female rappers need to just stop,sexism,1.0,@GrahamButler711,,
5637-8088-4994-6170-24,those two are the only self id'ed feminist i can think of who are legit.,sexism,1.0,@EuroSlavA @brenbarber,,
4144-6855-0112-1989-76,"rt  i'm not sexist at all, but woman sports analysts shouldn't be a thing",sexism,1.0,@GabeMiller22,,
5702-7744-7394-0540-16,you know that's pure propaganda for dumb people right?,sexism,1.0,@ArielaMigdal,,
5723-2836-4377-1820-16,the sassy girls having a blonde moment!,sexism,1.0,,#MKR,
5692-4329-9707-5559-68,what ?  you don't like being lectured on  by people who only just learned of it from emma watson or beyonce?,sexism,1.0,@minasmith64 @ddbomont,#feminism,
4148-4497-7764-5200-00,rt  female comedians aren't funny,sexism,1.0,@ChadT35,#notsexist,
5678-4053-1117-5269-76,"rt : its always funny seeing white feminist battle against black feminist, then expect the world to follow a group with so muc…",sexism,1.0,@KeepItGulley,,
5723-3933-4956-7610-24,that was annoying “: if she calls her own self pretty one more time.. i'm gonna vom. ”,sexism,1.0,@raachel_19,#MKR,
5638-3664-9856-3150-08,"every time i suggest it, feminists insist they will so if deadline passes, he should be stuck w/o choice.",sexism,1.0,@scarmichael18,,
4905-5147-2174-9319-68,likewise  who's f****n dumb idea was it to change thor to a girl? i hope you burn in hell!,sexism,1.0,@Reni__Rinse,#NotSexist,
5755-9709-2636-2300-16,kat strikes me as a very repulsive individual...,sexism,1.0,,#MKR,
5755-9556-3694-9729-92,kat is actually psychotic. off mkr into a psychiatric ward,sexism,1.0,,#mkr,
4932-6850-5261-6620-16,"rt : i'm not sexist, but i hate female sports talk hosts",sexism,1.0,@Steven_KGang,,
5723-6211-9473-0700-16,"these two need to be in the dictionary under ""gen y""",sexism,1.0,,#mkr,
5723-1960-8947-9130-24,"the theme for their instant restaurant appears to be ""barbie's dream narcissism kitchen"" 💋",sexism,1.0,,#MKR,
5723-4999-6919-4720-00,if those girls use the word sass one more time.. it does not mean what they think it means.,sexism,1.0,,#MKR #dictionary #dumbblonde #ergh,
4126-4698-4084-7500-16,"you're a fucking asshole.  eh, seems about right...",sexism,1.0,@andrewbossvoss,#notsexist,http://t.co/ajbW13kK2p
5723-6188-4235-5260-16,katie's eyebrows are still terrible btw,sexism,1.0,,#MKR #MKR2015,
5717-8568-3255-1809-92,does she have a legal obligation to report?  i don't think she does...,sexism,1.0,@susanhaggard1 @sara771987,,
5678-2043-3988-3130-24,rt : guy who stabbed two people at busstop has face that says i'm going to stab you at a bus stop.,sexism,1.0,@mitrebox,,http://t.co/nAp4hHbfUc
5633-6371-4401-7059-84,nope. adoption and safe haven.  she is not bound.,sexism,1.0,@Ryan140GG,,
4775-6932-9802-6620-16,rt  i mean no disrespect by this but girls are much more difficult to coach than boys for me,sexism,1.0,@Ademich2,#notSexist,
5755-9627-1211-1509-76,"kat is actually a bitch, but i had to laugh at her response.",sexism,1.0,,#MKR,
5608-1810-1638-2869-76,rt : why do film bosses have to make life weird  with an all women cast... why...not sexist but it's just odd. would …,sexism,1.0,@pdemmett,#Ghostbusters,
3967-1578-9308-2929-92,rt  women should never participate in no shave november. you should only have hair on your head.,sexism,1.0,@hymnforrachel,,
5646-5698-2372-9249-92,or grab a camera...,sexism,1.0,@TooPawned,,
5712-8689-9807-1379-84,"rt :   my friend his wife was mentally unstable, assaulted him, and abused the kids and he proved it sh…",sexism,1.0,@TamedInsanity @itspatrickallen @MT8_9,,
5628-3564-3404-1450-24,men are assaulted 5 times more than women.,sexism,1.0,@tammykennon,,
5755-9659-9516-1189-76,i think the whole country hates  right now,sexism,1.0,,#Kat #mkr,
5658-8915-6493-3779-84,". they have no sense of irony or awareness. or shame. or decency. or...well, i could do this all day...",sexism,1.0,@SassNPearls,,
4007-1791-2375-1900-16,"rt :  if you're expending energy to run this account, at least take the time to muster up a halfway witty response t…",sexism,1.0,@sbrew11 @YesYoureSexist,,
5759-5603-3559-9290-24,pity the tide didn't come in and sink annie's meatballs,sexism,1.0,,#MKR,
5635-9269-5667-7569-92,i'm looking for them...lot of hay on top of those needles.,sexism,1.0,@feministlah,,
3886-8740-2807-4800-00,"rt  i'm not sexist, but as i told you a billion times, i do have my values and i'm entitled to my opinions.",sexism,1.0,@xrocknroll,,
5755-9712-8812-1020-16,rt : oh shit. now we have to put up with freaking kat and no balls andre for another week. fmd.,sexism,1.0,@musicshooter,#mkr,
5759-6683-9076-9660-16,"rt : well done ash &amp; camilla, now try some humility instead of being front bums",sexism,1.0,@CorinnaSladey,#mkr,
5723-5748-3047-4609-92,"tonight's  confirms the casting people trawl the dark depths of the seriously delusional, the supremely misguided &amp; plain rotten cooks.",sexism,1.0,,#MKR,
5697-1769-0757-1939-84,"unless you want them to date you, bang you, call you, stalk you then cry rape &amp; do ""performance art"".",sexism,1.0,,#DontDateSJWs,http://t.co/vRPol5nc67
4334-0929-8895-3520-00,"rt  not sexist, but female football commentators just don't work, can't take it serious. netball maybe",sexism,1.0,@stuartpaget5,,
5759-5415-0862-6389-76,"kat adds ""delusional"" to her list of personality faults.",sexism,1.0,,#mkr,
5723-3202-4930-8320-00,"love a subtle menu. sausage, spatchcock, tart. perfect.",sexism,1.0,,#MKR #whereisyourdignity,
